contour_id,vertex_index,x2_protein_mg_ml,x1_il_wt_pct,threshold_ci
1,283,100.0,18.073321196097453,0.1
2,1,39.26539445338079,18.181818181818183,0.1
2,2,39.3939393939394,18.05207837368892,0.1
2,3,40.40404040404041,18.05207837368892,0.1
2,4,41.41414141414142,18.05207837368892,0.1
2,5,42.42424242424243,18.05207837368892,0.1
2,6,43.43434343434344,18.05207837368892,0.1
2,7,44.44444444444444,18.05207837368892,0.1
2,8,45.45454545454546,18.061784668366176,0.1
2,9,46.46464646464647,18.061784668366176,0.1
2,10,47.47474747474748,18.061784668366176,0.1
2,11,48.484848484848484,18.061784668366176,0.1
2,12,49.494949494949495,18.061784668366176,0.1
2,13,50.505050505050505,18.061784668366176,0.1
2,14,51.515151515151516,18.061784668366176,0.1
2,15,52.525252525252526,18.061784668366176,0.1
2,16,53.535353535353536,18.061784668366176,0.1
2,17,54.54545454545455,18.061784668366176,0.1
2,18,54.81869988095458,18.181818181818183,0.1
2,19,54.81869988095458,19.191919191919194,0.1
2,20,54.81869988095458,20.202020202020204,0.1
2,21,54.81869988095458,21.212121212121215,0.1
2,22,54.81869988095458,22.222222222222225,0.1
2,23,54.81869988095458,23.232323232323235,0.1
2,24,54.81869988095458,24.242424242424242,0.1
2,25,54.81869988095458,25.252525252525253,0.1
2,26,54.81869988095458,26.262626262626263,0.1
2,27,54.54545454545455,26.43244329233767,0.1
2,28,53.535353535353536,26.43244329233767,0.1
2,29,52.525252525252526,26.43244329233767,0.1
2,30,51.515151515151516,26.43244329233767,0.1
2,31,50.505050505050505,26.43244329233767,0.1
2,32,49.494949494949495,26.43244329233767,0.1
2,33,48.484848484848484,26.43244329233767,0.1
2,34,47.47474747474748,26.43244329233767,0.1
2,35,46.46464646464647,26.43244329233767,0.1
2,36,45.45454545454546,26.43244329233767,0.1
2,37,44.44444444444445,26.401302965344595,0.1
2,38,43.43434343434344,26.401302965344595,0.1
2,39,42.424242424242436,26.401302965344595,0.1
2,40,41.41414141414142,26.401302965344595,0.1
2,41,40.40404040404041,26.401302965344595,0.1
2,42,39.3939393939394,26.401302965344595,0.1
2,43,39.26539445338079,26.262626262626263,0.1
2,44,39.26539445338079,25.252525252525253,0.1
2,45,39.26539445338079,24.242424242424242,0.1
2,46,39.26539445338079,23.232323232323235,0.1
2,47,39.26539445338079,22.222222222222225,0.1
2,48,39.26539445338079,21.212121212121215,0.1
2,49,39.26539445338079,20.202020202020204,0.1
2,50,39.26539445338079,19.191919191919194,0.1
2,51,39.26539445338079,18.181818181818183,0.1

